trade_date,stock_code,stock_name,board,market,industry,concepts,open,high,low,close,pre_close,pct_change,turnover_amount,turnover_rate,volume,volume_ratio,amplitude,market_cap,float_market_cap,limit_up_status,first_limit_up_time,last_limit_up_time,limit_up_break_count,consecutive_limit_up_count,tail_rise_pct,tail_volume_ratio,close_position_pct,above_vwap_most_day,stepwise_rise_after_1430,break_intraday_high,break_key_resistance,tail_pullback_holds,ma5,ma10,ma20,ma_alignment_up,pullback_to_ma10_or_ma20,close_above_ma5,recent_volume_rank_low,close_gt_open,kdj_low_turn_up,rsi_low_turn_up,theme_limit_up_count,theme_rank,theme_tail_reflow,theme_leader_auction,manual_note,data_source,captured_at,vwap_price,above_intraday_vwap,vwap_signal_source,real_board_limit_up_count,real_theme_limit_up_count,real_tail_volume_confirmed,tail_signal_source,tail_volume_confirmed
2026-06-18,600162,香江控股,沪主板,SH,,,3.3,3.58,3.1,3.58,3.25,10.15,900302502,2.0,264590637,1.35,14.77,0,0,是,,,0,1,3.55,1.35,100.0,是,是,是,是,是,3.53,3.47,3.37,是,否,是,否,是,否,否,0,99,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:15,3.40,是,成交额/成交量推算,0,0,否,非分钟级数据，尾盘量未确认,否
2026-06-18,000889,中嘉博创,深主板,SZ,I 信息技术,科技,4.02,4.02,3.91,4.02,3.65,10.14,173378989,0.8,43184780,1.35,3.01,0,0,是,,,0,1,3.55,1.35,100.0,是,是,是,是,是,3.96,3.9,3.78,是,否,是,否,否,否,否,9,1,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:50,4.01,是,成交额/成交量推算,9,9,否,非分钟级数据，尾盘量未确认,否
2026-06-18,603313,梦百合,沪主板,SH,家居用品,,5.01,5.56,4.94,5.56,5.05,10.1,106702027,0.8,19994654,1.35,12.28,0,0,是,,,0,1,3.53,1.35,100.0,是,是,是,是,是,5.48,5.39,5.23,是,否,是,否,是,否,否,2,5,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:36,5.34,是,成交额/成交量推算,2,2,否,非分钟级数据，尾盘量未确认,否
2026-06-18,600399,抚顺特钢,沪主板,SH,特钢Ⅱ,,4.21,4.69,4.19,4.69,4.26,10.09,330005302,2.0,72206017,1.35,11.74,0,0,是,,,0,1,3.53,1.35,100.0,是,是,是,是,是,4.62,4.55,4.41,是,否,是,否,是,否,否,1,13,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:18,4.57,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否
2026-06-18,000679,大连友谊,深主板,SZ,一般零售,,7.35,8.09,7.2,8.09,7.35,10.07,234184317,0.8,30177465,1.35,12.11,0,0,是,,,0,1,3.52,1.35,100.0,是,是,是,是,是,7.97,7.85,7.6,是,否,是,否,是,否,否,1,14,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:49,7.76,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否
2026-06-18,603616,韩建河山,沪主板,SH,,,5.91,6.46,5.9,6.46,5.87,10.05,337839193,2.0,53926072,1.35,9.54,0,0,是,,,0,1,3.52,1.35,100.0,是,是,是,是,是,6.36,6.27,6.07,是,否,是,否,是,否,否,0,99,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:38,6.26,是,成交额/成交量推算,0,0,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002141,贤丰控股,深主板,SZ,动物保健Ⅱ,,4.6,4.71,4.46,4.71,4.28,10.05,242223251,0.8,52386150,1.35,5.84,0,0,是,,,0,1,3.52,1.35,100.0,是,是,是,是,是,4.64,4.57,4.43,是,否,是,否,是,否,否,1,15,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:56,4.62,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否
2026-06-18,000839,国安股份,深主板,SZ,I 信息技术,,2.58,2.85,2.57,2.85,2.59,10.04,222914155,0.8,80423134,1.35,10.81,0,0,是,,,0,1,3.51,1.35,100.0,是,是,是,是,是,2.81,2.76,2.68,是,否,是,否,是,否,否,3,3,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:50,2.77,是,成交额/成交量推算,3,3,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002283,天润工业,深主板,SZ,汽车零部件,,10.09,11.07,9.98,11.07,10.06,10.04,460489214,2.0,42137900,1.35,10.83,0,0,是,,,0,1,3.51,1.35,100.0,是,是,是,是,是,10.9,10.74,10.41,是,否,是,否,是,否,否,3,4,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:59,10.93,是,成交额/成交量推算,3,3,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002442,龙星科技,深主板,SZ,C 制造业,,4.98,5.48,4.97,5.48,4.98,10.04,201362940,0.8,38214648,1.35,10.24,0,0,是,,,0,1,3.51,1.35,100.0,是,是,是,是,是,5.4,5.32,5.15,是,否,是,否,是,否,否,9,2,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:26:02,5.27,是,成交额/成交量推算,9,9,否,非分钟级数据，尾盘量未确认,否
2026-06-18,600226,亨通股份,沪主板,SH,电力,电力,8.87,9.76,8.87,9.76,8.87,10.03,2048131311,3.8,216672797,1.8,10.03,0,0,是,,,0,1,3.51,1.8,100.0,是,是,是,是,是,9.61,9.47,9.17,是,否,是,否,是,否,否,1,16,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:17,9.45,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002167,东方锆业,深主板,SZ,C 制造业,,16.13,16.13,16.13,16.13,14.66,10.03,404925874,2.0,25103898,1.35,0.0,0,0,是,,,0,1,3.51,1.35,100.0,是,是,是,是,是,15.89,15.65,15.16,是,否,是,否,否,否,否,9,2,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:58,16.13,是,成交额/成交量推算,9,9,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002579,中京电子,深主板,SZ,元件,,19.01,20.32,18.98,20.32,18.47,10.02,1342818098,3.8,66967511,1.8,7.26,0,0,是,,,0,1,3.51,1.8,100.0,是,是,是,是,是,20.02,19.71,19.1,是,否,是,否,是,否,否,2,6,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:26:04,20.05,是,成交额/成交量推算,2,2,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002674,兴业科技,深主板,SZ,纺织制造,科技,16.02,17.9,16.01,17.9,16.27,10.02,377573622,2.0,21708508,1.35,11.62,0,0,是,,,0,1,3.51,1.35,100.0,是,是,是,是,是,17.63,17.36,16.83,是,否,是,否,是,否,否,9,1,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:26:05,17.39,是,成交额/成交量推算,9,9,否,非分钟级数据，尾盘量未确认,否
2026-06-18,603011,合锻智能,沪主板,SH,专用设备,,36.36,39.55,36.36,39.55,35.95,10.01,1976371763,3.8,51582711,1.8,8.87,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,38.96,38.36,37.18,是,否,是,否,是,否,否,1,18,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:32,38.31,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否
2026-06-18,603407,长裕集团,沪主板,SH,化学原料,,68.04,68.04,68.04,68.04,61.85,10.01,141486867,0.8,2079466,1.35,0.0,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,67.02,66.0,63.96,是,否,是,否,否,否,否,2,7,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:36,68.04,是,成交额/成交量推算,2,2,否,非分钟级数据，尾盘量未确认,否
2026-06-18,001296,长江材料,深主板,SZ,非金属材料Ⅱ,,18.65,20.56,18.22,20.56,18.69,10.01,115977490,0.8,5828000,1.35,12.52,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,20.25,19.94,19.33,是,否,是,否,是,否,否,2,8,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:53,19.90,是,成交额/成交量推算,2,2,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002297,博云新材,深主板,SZ,航空装备Ⅱ,,25.7,28.36,25.59,28.36,25.78,10.01,2707872845,3.8,97232483,1.8,10.74,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,27.93,27.51,26.66,是,否,是,否,是,否,否,2,9,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:59,27.85,是,成交额/成交量推算,2,2,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002747,埃斯顿,深主板,SZ,自动化设备,,33.53,36.5,33.29,36.5,33.18,10.01,2457538313,3.8,69601391,1.8,9.67,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,35.95,35.41,34.31,是,否,是,否,是,否,否,1,19,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:26:07,35.31,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002907,华森制药,深主板,SZ,C 制造业,,12.07,13.3,12.01,13.3,12.09,10.01,144611928,0.8,11134370,1.35,10.67,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,13.1,12.9,12.5,是,否,是,否,是,否,否,9,2,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:26:10,12.99,是,成交额/成交量推算,9,9,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002989,中天精装,深主板,SZ,装修装饰Ⅱ,,35.7,37.37,34.81,37.37,33.97,10.01,730108723,2.0,20015786,1.35,7.54,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,36.81,36.25,35.13,是,否,是,否,是,否,否,1,20,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:26:11,36.48,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否
2026-06-18,600353,旭光电子,沪主板,SH,其他电子Ⅱ,科技,41.5,42.01,40.55,42.01,38.19,10.0,1292633040,3.8,31121151,1.8,3.82,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,41.38,40.75,39.49,是,否,是,否,是,否,否,9,1,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:18,41.54,是,成交额/成交量推算,9,9,否,非分钟级数据，尾盘量未确认,否
2026-06-18,603124,江南新材,沪主板,SH,,,192.1,211.31,192.05,211.31,192.1,10.0,791885660,2.0,3843789,1.35,10.03,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,208.14,204.97,198.63,是,否,是,否,是,否,否,0,99,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:33,206.02,是,成交额/成交量推算,0,0,否,非分钟级数据，尾盘量未确认,否
2026-06-18,603261,立航科技,沪主板,SH,航空装备Ⅱ,科技,42.63,44.77,42.5,44.77,40.7,10.0,104952159,0.8,2366600,1.35,5.58,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,44.1,43.43,42.08,是,否,是,否,是,否,否,9,1,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:35,44.35,是,成交额/成交量推算,9,9,否,非分钟级数据，尾盘量未确认,否
2026-06-18,605376,博迁新材,沪主板,SH,金属新材料,,210.19,231.31,205.9,231.31,210.28,10.0,2002586034,3.8,8953543,1.8,12.08,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,227.84,224.37,217.43,是,否,是,否,是,否,否,1,22,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:44,223.66,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否
2026-06-18,000608,阳光股份,深主板,SZ,房地产开发,,7.0,7.59,6.83,7.59,6.9,10.0,286751151,0.8,39069991,1.35,11.01,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,7.48,7.36,7.13,是,否,是,否,是,否,否,1,23,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:47,7.34,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否
2026-06-18,001226,拓山重工,深主板,SZ,工程机械,,49.05,54.69,49.05,54.69,49.72,10.0,225232144,0.8,4226492,1.35,11.34,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,53.87,53.05,51.41,是,否,是,否,是,否,否,1,24,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:53,53.29,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否
2026-06-18,001339,智微智能,深主板,SZ,计算机设备,,118.41,126.93,118.41,126.93,115.39,10.0,921039991,2.0,7389900,1.35,7.38,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,125.03,123.12,119.31,是,否,是,否,是,否,否,1,25,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:53,124.63,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002068,黑猫股份,深主板,SZ,C 制造业,,9.39,10.45,9.33,10.45,9.5,10.0,330782434,2.0,32674237,1.35,11.79,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,10.29,10.14,9.82,是,否,是,否,是,否,否,9,2,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:56,10.12,是,成交额/成交量推算,9,9,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002203,海亮股份,深主板,SZ,工业金属,,22.95,25.52,22.74,25.52,23.2,10.0,1842996091,3.8,74652074,1.8,11.98,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,25.14,24.75,23.99,是,否,是,否,是,否,否,2,10,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:58,24.69,是,成交额/成交量推算,2,2,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002281,光迅科技,深主板,SZ,通信设备,科技,241.99,266.2,240.0,266.2,242.0,10.0,9757138776,3.8,38260155,1.8,10.83,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,262.21,258.21,250.23,是,否,是,否,是,否,否,9,1,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:59,255.02,是,成交额/成交量推算,9,9,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002432,九安医疗,深主板,SZ,C 制造业,,66.77,73.51,66.56,73.51,66.83,10.0,1533531285,3.8,21664115,1.8,10.4,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,72.41,71.3,69.1,是,否,是,否,是,否,否,9,2,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:26:02,70.79,是,成交额/成交量推算,9,9,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002491,通鼎互联,深主板,SZ,通信设备,科技,30.01,31.58,30.01,31.58,28.71,10.0,1620166407,3.8,52112092,1.8,5.47,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,31.11,30.63,29.69,是,否,是,否,是,否,否,9,1,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:26:02,31.09,是,成交额/成交量推算,9,9,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002636,金安国纪,深主板,SZ,C 制造业,,94.54,105.28,93.31,105.28,95.71,10.0,2880423184,3.8,29071505,1.8,12.51,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,103.7,102.12,98.96,是,否,是,否,是,否,否,9,2,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:26:05,99.08,是,成交额/成交量推算,9,9,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002897,意华股份,深主板,SZ,C 制造业,科技,87.7,96.8,87.0,96.8,88.0,10.0,1113406500,3.8,11846986,1.8,11.14,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,95.35,93.9,90.99,是,否,是,否,是,否,否,9,1,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:26:08,93.98,是,成交额/成交量推算,9,9,否,非分钟级数据，尾盘量未确认,否
2026-06-18,600362,江西铜业,沪主板,SH,工业金属,,50.0,53.31,50.0,53.3,48.46,9.99,5808513152,3.8,110121468,1.8,6.83,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,52.5,51.7,50.1,是,否,是,否,是,否,否,2,10,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:18,52.75,是,成交额/成交量推算,2,2,否,非分钟级数据，尾盘量未确认,否
2026-06-18,600769,祥龙电业,沪主板,SH,环境治理,,19.16,19.16,19.16,19.16,17.42,9.99,94303604,0.8,4921900,1.35,0.0,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,18.87,18.59,18.01,是,否,是,否,否,否,否,1,26,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:24,19.16,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否
2026-06-18,600851,海欣股份,沪主板,SH,,,7.32,8.04,7.32,8.04,7.31,9.99,126270571,0.8,15874331,1.35,9.85,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,7.92,7.8,7.56,是,否,是,否,是,否,否,0,99,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:24,7.95,是,成交额/成交量推算,0,0,否,非分钟级数据，尾盘量未确认,否
2026-06-18,603127,昭衍新药,沪主板,SH,医疗服务,,32.3,35.66,32.2,35.66,32.42,9.99,885277268,2.0,25717240,1.35,10.67,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,35.13,34.59,33.52,是,否,是,否,是,否,否,1,27,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:33,34.42,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否
2026-06-18,603211,晋拓股份,沪主板,SH,汽车零部件,,33.79,36.44,33.01,36.44,33.13,9.99,310293058,2.0,8762100,1.35,10.35,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,35.89,35.35,34.25,是,否,是,否,是,否,否,3,4,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:35,35.41,是,成交额/成交量推算,3,3,否,非分钟级数据，尾盘量未确认,否
2026-06-18,603358,华达科技,沪主板,SH,汽车零部件,科技,36.15,39.4,36.15,39.4,35.82,9.99,781354793,2.0,19941119,1.35,9.07,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,38.81,38.22,37.04,是,否,是,否,是,否,否,9,1,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:36,39.18,是,成交额/成交量推算,9,9,否,非分钟级数据，尾盘量未确认,否
2026-06-18,603663,三祥新材,沪主板,SH,化学原料,,83.26,87.49,83.23,87.49,79.54,9.99,1081064418,3.8,12466363,1.8,5.36,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,86.18,84.87,82.24,是,否,是,否,是,否,否,2,7,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:40,86.72,是,成交额/成交量推算,2,2,否,非分钟级数据，尾盘量未确认,否
2026-06-18,603989,艾华集团,沪主板,SH,元件,,40.06,41.5,39.62,41.5,37.73,9.99,194221232,0.8,4740442,1.35,4.98,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,40.88,40.25,39.01,是,否,是,否,是,否,否,2,6,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:43,40.97,是,成交额/成交量推算,2,2,否,非分钟级数据，尾盘量未确认,否
2026-06-18,605086,龙高股份,沪主板,SH,非金属材料Ⅱ,,27.16,30.17,27.16,30.17,27.43,9.99,92346041,0.8,3141980,1.35,10.97,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,29.72,29.26,28.36,是,否,是,否,是,否,否,2,8,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:43,29.39,是,成交额/成交量推算,2,2,否,非分钟级数据，尾盘量未确认,否
2026-06-18,000534,万泽股份,深主板,SZ,生物制品,,29.88,32.36,29.63,32.36,29.42,9.99,631063013,2.0,19950541,1.35,9.28,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,31.87,31.39,30.42,是,否,是,否,是,否,否,1,28,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:47,31.63,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否
2026-06-18,000811,冰轮环境,深主板,SZ,通用设备,,40.17,40.17,40.17,40.17,36.52,9.99,137577871,0.8,3424891,1.35,0.0,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,39.57,38.96,37.76,是,否,是,否,否,否,否,2,12,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:50,40.17,是,成交额/成交量推算,2,2,否,非分钟级数据，尾盘量未确认,否
2026-06-18,001216,华瓷股份,深主板,SZ,家居用品,,17.4,17.4,17.4,17.4,15.82,9.99,42817920,0.8,2460800,1.35,0.0,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,17.14,16.88,16.36,是,否,是,否,否,否,否,2,5,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:53,17.40,是,成交额/成交量推算,2,2,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002158,汉钟精机,深主板,SZ,通用设备,,31.22,34.35,30.93,34.35,31.23,9.99,653686874,2.0,19779430,1.35,10.95,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,33.83,33.32,32.29,是,否,是,否,是,否,否,2,12,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:58,33.05,是,成交额/成交量推算,2,2,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002317,众生药业,深主板,SZ,C 制造业,,20.9,22.9,20.48,22.9,20.82,9.99,613414790,2.0,28105447,1.35,11.62,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,22.56,22.21,21.53,是,否,是,否,是,否,否,9,2,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:59,21.83,是,成交额/成交量推算,9,9,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002392,北京利尔,深主板,SZ,装修建材,,8.01,8.81,8.01,8.81,8.01,9.99,301055709,2.0,34939702,1.35,9.99,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,8.68,8.55,8.28,是,否,是,否,是,否,否,1,29,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:26:01,8.62,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002655,共达电声,深主板,SZ,消费电子,科技,40.4,42.61,39.2,42.61,38.74,9.99,1273124139,3.8,30240300,1.8,8.8,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,41.97,41.33,40.05,是,否,是,否,是,否,否,9,1,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:26:05,42.10,是,成交额/成交量推算,9,9,否,非分钟级数据，尾盘量未确认,否
2026-06-18,603201,常润股份,沪主板,SH,,,17.42,19.28,17.42,19.28,17.53,9.98,172355221,0.8,9167677,1.35,10.61,0,0,是,,,0,1,3.49,1.35,100.0,是,是,是,是,是,18.99,18.7,18.12,是,否,是,否,是,否,否,0,99,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:35,18.80,是,成交额/成交量推算,0,0,否,非分钟级数据，尾盘量未确认,否
2026-06-18,002805,丰元股份,深主板,SZ,C 制造业,,25.61,26.88,25.3,26.88,24.44,9.98,785139467,2.0,29399735,1.35,6.46,0,0,是,,,0,1,3.49,1.35,100.0,是,是,是,是,是,26.48,26.07,25.27,是,否,是,否,是,否,否,9,2,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:26:07,26.71,是,成交额/成交量推算,9,9,否,非分钟级数据，尾盘量未确认,否
2026-06-18,603223,恒通股份,沪主板,SH,炼化及贸易,,9.2,10.16,9.15,10.16,9.24,9.96,145913867,0.8,14711304,1.35,10.93,0,0,是,,,0,1,3.49,1.35,100.0,是,是,是,是,是,10.01,9.86,9.55,是,否,是,否,是,否,否,1,31,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-18 11:25:35,9.92,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否
