stock_code,stock_name,board,market,industry,concepts,first_seen,last_seen,data_source
000001,平安银行,深主板,SZ,银行Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000002,万 科Ａ,深主板,SZ,K 房地产,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000003,PT金田A,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000006,深振业Ａ,深主板,SZ,房地产开发,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000007,全新好,深主板,SZ,K 房地产,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000008,神州高铁,深主板,SZ,轨交设备Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000009,中国宝安,深主板,SZ,综合Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000011,深物业A,深主板,SZ,房地产开发,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000012,南  玻Ａ,深主板,SZ,玻璃玻纤,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000014,沙河股份,深主板,SZ,房地产开发,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000015,PT中浩A,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000017,深中华A,深主板,SZ,饰品,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000019,深粮控股,深主板,SZ,农产品加工,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000020,深华发Ａ,深主板,SZ,光学光电子,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000021,深科技,深主板,SZ,消费电子,科技,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000024,招商地产,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000025,特 力Ａ,深主板,SZ,F 批发零售,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000026,飞亚达,深主板,SZ,饰品,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000027,深圳能源,深主板,SZ,电力,电力,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000028,国药一致,深主板,SZ,医药商业,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000029,深深房Ａ,深主板,SZ,房地产开发,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000030,富奥股份,深主板,SZ,汽车零部件,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000031,大悦城,深主板,SZ,K 房地产,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000032,深桑达Ａ,深主板,SZ,专业工程,,2026-06-15 17:44:03,2026-06-17 10:03:46,existing_latest_market_data
000034,神州数码,深主板,SZ,IT服务Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000035,中国天楹,深主板,SZ,N 公共环保,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000036,华联控股,深主板,SZ,房地产开发,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000037,深南电A,深主板,SZ,D 水电煤气,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000039,中集集团,深主板,SZ,通用设备,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000042,中洲控股,深主板,SZ,房地产开发,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000045,深纺织Ａ,深主板,SZ,光学光电子,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000048,京基智农,深主板,SZ,养殖业,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000049,德赛电池,深主板,SZ,电池,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000050,深天马Ａ,深主板,SZ,光学光电子,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000055,方大集团,深主板,SZ,装修建材,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000058,深 赛 格,深主板,SZ,一般零售,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000059,华锦股份,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000060,中金岭南,深主板,SZ,工业金属,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000061,农 产 品,深主板,SZ,L 商务服务,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000062,深圳华强,深主板,SZ,其他电子Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000063,中兴通讯,深主板,SZ,通信设备,科技,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000065,北方国际,深主板,SZ,专业工程,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000066,中国长城,深主板,SZ,计算机设备,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000068,华控赛格,深主板,SZ,F 批发零售,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000069,华侨城Ａ,深主板,SZ,房地产开发,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000070,特发信息,深主板,SZ,通信设备,科技,2026-06-15 17:44:03,2026-06-17 10:05:32,eastmoney_push2_snapshot
000088,盐 田 港,深主板,SZ,航运港口,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000089,深圳机场,深主板,SZ,航空机场,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000090,天健集团,深主板,SZ,E 建筑业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000096,广聚能源,深主板,SZ,F 批发零售,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000099,中信海直,深主板,SZ,航空机场,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000100,TCL科技,深主板,SZ,光学光电子,科技,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000151,中成股份,深主板,SZ,F 批发零售,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000153,丰原药业,深主板,SZ,化学制药,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000155,川能动力,深主板,SZ,电力,电力,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000156,华数传媒,深主板,SZ,电视广播Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000157,中联重科,深主板,SZ,工程机械,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000158,常山北明,深主板,SZ,I 信息技术,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000159,国际实业,深主板,SZ,F 批发零售,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000166,申万宏源,深主板,SZ,证券Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000301,东方盛虹,深主板,SZ,炼化及贸易,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000333,美的集团,深主板,SZ,白色家电,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000338,潍柴动力,深主板,SZ,汽车零部件,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000400,许继电气,深主板,SZ,电网设备,电力,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000401,金隅冀东,深主板,SZ,水泥,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000402,金 融 街,深主板,SZ,房地产开发,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000403,派林生物,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000404,长虹华意,深主板,SZ,家电零部件Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000406,石油大明,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000407,胜利股份,深主板,SZ,D 水电煤气,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000408,藏格矿业,深主板,SZ,农化制品,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000409,云鼎科技,深主板,SZ,IT服务Ⅱ,科技,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000410,沈阳机床,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000411,英特集团,深主板,SZ,F 批发零售,,2026-06-15 17:44:03,2026-06-17 10:03:46,existing_latest_market_data
000415,渤海租赁,深主板,SZ,多元金融,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000417,合百集团,深主板,SZ,F 批发零售,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000418,小天鹅A,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000419,通程控股,深主板,SZ,一般零售,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000420,吉林化纤,深主板,SZ,化学纤维,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000421,南京公用,深主板,SZ,综合Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000422,湖北宜化,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000423,东阿阿胶,深主板,SZ,中药Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000425,徐工机械,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000426,兴业银锡,深主板,SZ,贵金属,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000428,华天酒店,深主板,SZ,酒店餐饮,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000429,粤高速Ａ,深主板,SZ,铁路公路,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000430,张家界,深主板,SZ,N 公共环保,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000498,山东路桥,深主板,SZ,基础建设,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000501,武商集团,深主板,SZ,F 批发零售,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000503,国新健康,深主板,SZ,I 信息技术,科技,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000504,南华生物,深主板,SZ,M 科研服务,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000505,京粮控股,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000506,招金黄金,深主板,SZ,贵金属,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000507,珠海港,深主板,SZ,电力,电力,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000508,琼民源A,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000509,华塑控股,深主板,SZ,光学光电子,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000510,新金路,深主板,SZ,化学原料,,2026-06-15 17:44:03,2026-06-17 10:03:46,existing_latest_market_data
000513,丽珠集团,深主板,SZ,化学制药,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000514,渝 开 发,深主板,SZ,房地产开发,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000515,攀渝钛业,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000516,国际医学,深主板,SZ,医疗服务,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000517,荣安地产,深主板,SZ,K 房地产,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000518,四环生物,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000519,中兵红箭,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000520,凤凰航运,深主板,SZ,航运港口,,2026-06-15 17:44:03,2026-06-17 10:05:32,eastmoney_push2_snapshot
000521,长虹美菱,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000522,白云山A,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000523,红棉股份,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000524,岭南控股,深主板,SZ,L 商务服务,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000525,红太阳,深主板,SZ,农化制品,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000526,学大教育,深主板,SZ,教育,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000527,美的电器,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000528,柳    工,深主板,SZ,工程机械,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000529,广弘控股,深主板,SZ,食品加工,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000530,冰山冷热,深主板,SZ,通用设备,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000531,穗恒运Ａ,深主板,SZ,电力,电力,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000532,华金资本,深主板,SZ,多元金融,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000533,顺钠股份,深主板,SZ,C 制造业,电力,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000534,万泽股份,深主板,SZ,生物制品,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000536,华映科技,深主板,SZ,光学光电子,科技,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000537,绿发电力,深主板,SZ,电力,电力,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000538,云南白药,深主板,SZ,中药Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000539,粤电力Ａ,深主板,SZ,电力,电力,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000541,佛山照明,深主板,SZ,照明设备Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000542,TCL通讯,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000543,皖能电力,深主板,SZ,电力,电力,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000544,中原环保,深主板,SZ,环境治理,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000545,金浦钛业,深主板,SZ,C 制造业,,2026-06-15 17:44:03,2026-06-17 10:03:46,existing_latest_market_data
000546,金圆股份,深主板,SZ,环境治理,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000547,航天发展,深主板,SZ,军工电子Ⅱ,商业航天,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000548,湖南投资,深主板,SZ,铁路公路,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000549,S湘火炬,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000550,江铃汽车,深主板,SZ,商用车,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000551,创元科技,深主板,SZ,环保设备Ⅱ,科技,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000552,甘肃能化,深主板,SZ,煤炭开采,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000553,安道麦A,深主板,SZ,农化制品,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000554,泰山石油,深主板,SZ,炼化及贸易,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000555,神州信息,深主板,SZ,IT服务Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000556,PT南洋,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000557,西部创业,深主板,SZ,铁路公路,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000558,天府文旅,深主板,SZ,N 公共环保,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000559,万向钱潮,深主板,SZ,汽车零部件,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000560,我爱我家,深主板,SZ,K 房地产,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000561,烽火电子,深主板,SZ,航空装备Ⅱ,电力,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000562,宏源证券,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000563,陕国投Ａ,深主板,SZ,多元金融,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000564,供销大集,深主板,SZ,F 批发零售,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000565,渝三峡Ａ,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000566,海南海药,深主板,SZ,化学制药,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000567,海德股份,深主板,SZ,多元金融,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000568,泸州老窖,深主板,SZ,白酒Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000569,长城股份,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000570,苏常柴Ａ,深主板,SZ,汽车零部件,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000571,新大洲A,深主板,SZ,煤炭开采,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000572,海马汽车,深主板,SZ,乘用车,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000573,粤宏远Ａ,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000576,甘化科工,深主板,SZ,地面兵装Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000578,盐湖集团,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000581,威孚高科,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000582,北部湾港,深主板,SZ,航运港口,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000586,汇源通信,深主板,SZ,通信设备,科技,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000588,PT粤金曼,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000589,贵州轮胎,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000590,古汉医药,深主板,SZ,中药Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000591,太阳能,深主板,SZ,D 水电煤气,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000592,平潭发展,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000593,德龙汇能,深主板,SZ,燃气Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000596,古井贡酒,深主板,SZ,白酒Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000597,东北制药,深主板,SZ,化学制药,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000598,兴蓉环境,深主板,SZ,环境治理,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000599,青岛双星,深主板,SZ,汽车零部件,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000600,建投能源,深主板,SZ,电力,电力,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000601,韶能股份,深主板,SZ,电力,电力,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000602,金马集团,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000603,盛达资源,深主板,SZ,B 采矿业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000605,渤海股份,深主板,SZ,D 水电煤气,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000607,华媒控股,深主板,SZ,广告营销,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000608,阳光股份,深主板,SZ,房地产开发,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000612,焦作万方,深主板,SZ,工业金属,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000617,中油资本,深主板,SZ,多元金融,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000618,吉林化工,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000619,海螺新材,深主板,SZ,装修建材,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000620,盈新发展,深主板,SZ,房地产开发,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000623,吉林敖东,深主板,SZ,中药Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000625,长安汽车,深主板,SZ,乘用车,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000626,远大控股,深主板,SZ,物流,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000628,高新发展,深主板,SZ,房屋建设Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000629,钒钛股份,深主板,SZ,冶钢原料,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000630,铜陵有色,深主板,SZ,工业金属,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000631,顺发恒能,深主板,SZ,电力,电力,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000633,合金投资,深主板,SZ,金属新材料,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000635,英 力 特,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000636,风华高科,深主板,SZ,元件,,2026-06-15 17:44:03,2026-06-17 10:05:32,eastmoney_push2_snapshot
000637,茂化实华,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000650,仁和药业,深主板,SZ,中药Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000651,格力电器,深主板,SZ,白色家电,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000652,泰达股份,深主板,SZ,F 批发零售,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000655,金岭矿业,深主板,SZ,冶钢原料,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000657,中钨高新,深主板,SZ,小金属,,2026-06-15 17:44:03,2026-06-17 10:03:46,existing_latest_market_data
000659,珠海中富,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000661,长春高新,深主板,SZ,生物制品,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000663,永安林业,深主板,SZ,A 农林牧渔,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000665,湖北广电,深主板,SZ,I 信息技术,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000666,经纬纺机,深主板,SZ,-,,2026-06-17 10:05:32,2026-06-17 10:05:32,eastmoney_push2_snapshot
000668,荣丰控股,深主板,SZ,房地产开发,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000670,盈方微,深主板,SZ,其他电子Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000672,上峰材料,深主板,SZ,水泥,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000676,智度股份,深主板,SZ,广告营销,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000678,襄阳轴承,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000679,大连友谊,深主板,SZ,一般零售,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000680,山推股份,深主板,SZ,工程机械,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000681,视觉中国,深主板,SZ,I 信息技术,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000682,东方电子,深主板,SZ,电网设备,电力,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000683,博源化工,深主板,SZ,化学原料,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000685,中山公用,深主板,SZ,环境治理,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000686,东北证券,深主板,SZ,证券Ⅱ,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000688,国城矿业,深主板,SZ,工业金属,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000690,宝新能源,深主板,SZ,D 水电煤气,电力,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
000691,亚太实业,深主板,SZ,化学原料,,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000692,惠天热电,深主板,SZ,电力,电力,2026-06-15 23:42:33,2026-06-17 10:05:32,eastmoney_push2_snapshot
000695,滨海能源,深主板,SZ,C 制造业,,2026-06-15 23:42:33,2026-06-17 10:03:46,existing_latest_market_data
